post_id,date,text,word,lemma,pos,lemma_p
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",Looking,look,VERB,look_VERB
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",forward,forward,ADV,forward_ADV
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",to,to,ADP,to_ADP
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",#,#,SYM,#_SYM
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",MissUSA,MissUSA,PROPN,MissUSA_PROPN
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",this,this,DET,this_DET
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",weekend,weekend,NOUN,weekend_NOUN
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",in,in,ADP,in_ADP
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",Vegas,Vegas,PROPN,Vegas_PROPN
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",!,!,PUNCT,!_PUNCT
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!","""","""",PUNCT,"""_PUNCT"
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!","""","""",PUNCT,"""_PUNCT"
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",Great,great,ADJ,great_ADJ
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",to,to,PART,to_PART
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",have,have,VERB,have_VERB
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",our,our,PRON,our_PRON
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",former,former,ADJ,former_ADJ
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",.,.,PUNCT,._PUNCT
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",Miss,Miss,PROPN,Miss_PROPN
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",Alabama,Alabama,PROPN,Alabama_PROPN
3,2013-06-12,"""""@_KatherineWebb: Looking forward to #MissUSA this weekend in Vegas!""""  Great to have our former.Miss Alabama!",!,!,PUNCT,!_PUNCT
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,Addressing,address,VERB,address_VERB
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,the,the,DET,the_DET
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,Rise,rise,PROPN,rise_PROPN
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,of,of,ADP,of_ADP
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,Chronic,Chronic,ADJ,Chronic_ADJ
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,Childhood,Childhood,PROPN,Childhood_PROPN
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,Illnesses,Illnesses,PROPN,Illnesses_PROPN
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,.,.,PUNCT,._PUNCT
4,2011-09-04,Addressing  the Rise of Chronic Childhood Illnesses. #AGENDA47,#AGENDA47,#AGENDA47,PROPN,#AGENDA47_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",RT,RT,PROPN,RT_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",@darhar981,@darhar981,PROPN,@darhar981_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",:,:,PUNCT,:_PUNCT
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Attorney,Attorney,PROPN,Attorney_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",General,General,PROPN,General_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Barr’s,Barr,PROPN,Barr_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Office,Office,PROPN,Office_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Shreds,Shreds,PROPN,Shreds_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",NBC’s,NBC,PROPN,NBC_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Chuck,Chuck,PROPN,Chuck_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Todd,Todd,PROPN,Todd_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",For,for,ADP,for_ADP
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",‘,',PUNCT,'_PUNCT
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Deceptive,deceptive,ADJ,deceptive_ADJ
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Editing,editing,NOUN,editing_NOUN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",’,',PUNCT,'_PUNCT
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Of,of,ADP,of_ADP
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Barr’s,Barr,PROPN,Barr_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Comments,comment,NOUN,comment_NOUN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",On,on,ADP,on_ADP
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",“,'',PUNCT,''_PUNCT
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Meet,meet,VERB,meet_VERB
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",The,the,DET,the_DET
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Press,Press,PROPN,Press_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",",",",",PUNCT,",_PUNCT"
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",”,'',PUNCT,''_PUNCT
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",Todd,Todd,PROPN,Todd_PROPN
5,2020-05-11,"RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’ Of Barr’s Comments 
On “Meet The Press,” Todd…",…,…,PUNCT,…_PUNCT
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,RT,RT,PROPN,RT_PROPN
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,@,@,ADP,@_ADP
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,MagaGlam🇺🇸♥️,MagaGlam🇺🇸♥️,PROPN,MagaGlam🇺🇸♥️_PROPN
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Bring,bring,VERB,bring_VERB
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Back,back,ADP,back_ADP
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Trump,Trump,PROPN,Trump_PROPN
6,2011-09-07,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,💙🇺🇸,💙🇺🇸,PUNCT,💙🇺🇸_PUNCT
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,The,the,DET,the_DET
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,CBP,CBP,PROPN,CBP_PROPN
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,Home,Home,PROPN,Home_PROPN
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,App,App,PROPN,App_PROPN
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,is,be,AUX,be_AUX
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,now,now,ADV,now_ADV
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,available,available,ADJ,available_ADJ
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,across,across,ADP,across_ADP
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,all,all,DET,all_DET
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,mobile,mobile,ADJ,mobile_ADJ
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,App,app,NOUN,app_NOUN
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,Stores,store,NOUN,store_NOUN
8,2025-03-19,The CBP Home App is now available across all mobile App Stores!,!,!,PUNCT,!_PUNCT
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Congratulations,congratulation,NOUN,congratulation_NOUN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,to,to,ADP,to_ADP
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Mariano,Mariano,PROPN,Mariano_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Rivera,Rivera,PROPN,Rivera_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,on,on,SCONJ,on_SCONJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,unanimously,unanimously,ADV,unanimously_ADV
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,being,be,AUX,be_AUX
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,elected,elect,VERB,elect_VERB
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,to,to,ADP,to_ADP
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,the,the,DET,the_DET
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,National,National,ADJ,National_ADJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Baseball,Baseball,PROPN,Baseball_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Hall,Hall,PROPN,Hall_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,of,of,ADP,of_ADP
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Fame,Fame,PROPN,Fame_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,!,!,PUNCT,!_PUNCT
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Not,not,PART,not_PART
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,only,only,ADV,only_ADV
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,a,a,DET,a_DET
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,great,great,ADJ,great_ADJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,player,player,NOUN,player_NOUN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,but,but,CCONJ,but_CCONJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,a,a,DET,a_DET
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,great,great,ADJ,great_ADJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,person,person,NOUN,person_NOUN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,.,.,PUNCT,._PUNCT
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,I,I,PRON,I_PRON
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,am,be,AUX,be_AUX
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,thankful,thankful,ADJ,thankful_ADJ
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,for,for,ADP,for_ADP
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,Mariano’s,Mariano,PROPN,Mariano_PROPN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,support,support,NOUN,support_NOUN
9,2019-01-23,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame! Not only a great player but a great person. I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov. #EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,of,of,ADP,of_ADP
