post_id,date,word,lemma,pos,lemma_p
10,2017-07-21,we,we,PRP,we_PRP
10,2017-07-21,hosted,hosted,VBD,hosted_VBD
10,2017-07-21,a,a,DT,a_DT
10,2017-07-21,#,#,NNP,#_NNP
10,2017-07-21,MadeInAmerica,madeinamerica,NNP,madeinamerica_NNP
10,2017-07-21,event,event,NN,event_NN
10,2017-07-21,",",",",",",",_,"
10,2017-07-21,right,right,RB,right_RB
10,2017-07-21,here,here,RB,here_RB
10,2017-07-21,at,at,IN,at_IN
10,2017-07-21,the,the,DT,the_DT
10,2017-07-21,@,@,CC,@_CC
10,2017-07-21,WhiteHouse,whitehouse,NNP,whitehouse_NNP
10,2017-07-21,!,!,",","!_,"
10,2017-07-21,If,if,IN,if_IN
10,2017-07-21,it,it,PRP,it_PRP
10,2017-07-21,is,is,VBZ,is_VBZ
10,2017-07-21,MADE,made,VBN,made_VBN
10,2017-07-21,IN,in,IN,in_IN
10,2017-07-21,AMERICA,america,NNP,america_NNP
10,2017-07-21,",",",",",",",_,"
10,2017-07-21,it,it,PRP,it_PRP
10,2017-07-21,is,is,VBZ,is_VBZ
10,2017-07-21,the,the,DT,the_DT
10,2017-07-21,BEST,best,NNP,best_NNP
10,2017-07-21,!,!,.,!_.
10,2017-07-21,USA,usa,NNP,usa_NNP
10,2017-07-21,🇺🇸,🇺🇸,NFP,🇺🇸_NFP
10,2017-07-21,https,https,NNS,https_NNS
10,2017-07-21,://,://,NFP,://_NFP
10,2017-07-21,t.co,t.co,ADD,t.co_ADD
10,2017-07-21,/,/,SYM,/_SYM
10,2017-07-21,q4vB9GdE5y,q4vb9gde5y,ADD,q4vb9gde5y_ADD
11,2011-08-31,https,https,NNS,https_NNS
11,2011-08-31,://,://,NFP,://_NFP
11,2011-08-31,www.mediaite.com,www.mediaite.com,ADD,www.mediaite.com_ADD
11,2011-08-31,/,/,SYM,/_SYM
11,2011-08-31,tv,tv,NN,tv_NN
11,2011-08-31,/,/,SYM,/_SYM
11,2011-08-31,trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy,trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy,NN,trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy_NN
11,2011-08-31,/,/,",","/_,"
12,2018-10-03,Thank,thank,VBP,thank_VBP
12,2018-10-03,you,you,PRP,you_PRP
12,2018-10-03,Governor,governor,NNP,governor_NNP
12,2018-10-03,Phil,phil,NNP,phil_NNP
12,2018-10-03,Bryant,bryant,NNP,bryant_NNP
12,2018-10-03,-,-,:,-_:
12,2018-10-03,it,it,PRP,it_PRP
12,2018-10-03,was,was,VBD,was_VBD
12,2018-10-03,my,my,PRP$,my_PRP$
12,2018-10-03,great,great,JJ,great_JJ
12,2018-10-03,honor,honor,NN,honor_NN
12,2018-10-03,to,to,TO,to_TO
12,2018-10-03,be,be,VB,be_VB
12,2018-10-03,there,there,RB,there_RB
12,2018-10-03,!,!,.,!_.
12,2018-10-03,#,#,NFP,#_NFP
12,2018-10-03,MAGA,maga,NNP,maga_NNP
12,2018-10-03,https,https,NNS,https_NNS
12,2018-10-03,://,://,NFP,://_NFP
12,2018-10-03,t.co,t.co,CD,t.co_CD
12,2018-10-03,/,/,SYM,/_SYM
12,2018-10-03,UbY7Qu2fMt,uby7qu2fmt,NNP,uby7qu2fmt_NNP
13,2017-01-12,Thank,thank,VBP,thank_VBP
13,2017-01-12,you,you,PRP,you_PRP
13,2017-01-12,to,to,IN,to_IN
13,2017-01-12,Linda,linda,NNP,linda_NNP
13,2017-01-12,Bean,bean,NNP,bean_NNP
13,2017-01-12,of,of,IN,of_IN
13,2017-01-12,L.L.Bean,l.l.bean,NNP,l.l.bean_NNP
13,2017-01-12,for,for,IN,for_IN
13,2017-01-12,your,your,PRP$,your_PRP$
13,2017-01-12,great,great,JJ,great_JJ
13,2017-01-12,support,support,NN,support_NN
13,2017-01-12,and,and,CC,and_CC
13,2017-01-12,courage,courage,NN,courage_NN
13,2017-01-12,.,.,.,._.
13,2017-01-12,People,people,NNS,people_NNS
13,2017-01-12,will,will,MD,will_MD
13,2017-01-12,support,support,VB,support_VB
13,2017-01-12,you,you,PRP,you_PRP
13,2017-01-12,even,even,RB,even_RB
13,2017-01-12,more,more,RBR,more_RBR
13,2017-01-12,now,now,RB,now_RB
13,2017-01-12,.,.,.,._.
13,2017-01-12,Buy,buy,VB,buy_VB
13,2017-01-12,L.L.Bean,l.l.bean,NNP,l.l.bean_NNP
13,2017-01-12,.,.,.,._.
13,2017-01-12,@,@,CC,@_CC
13,2017-01-12,LBPerfectMaine,lbperfectmaine,NNP,lbperfectmaine_NNP
14,2015-05-21,"""""@","""""@",NFP,"""""@_NFP"
14,2015-05-21,HarmonBrew,harmonbrew,NNP,harmonbrew_NNP
14,2015-05-21,:,:,:,:_:
14,2015-05-21,@,@,CC,@_CC
14,2015-05-21,FoxNews,foxnews,NNP,foxnews_NNP
14,2015-05-21,@,@,CC,@_CC
14,2015-05-21,megynkelly,megynkelly,NNP,megynkelly_NNP
14,2015-05-21,DonaldTrump,donaldtrump,NNP,donaldtrump_NNP
14,2015-05-21,#,#,NNP,#_NNP
14,2015-05-21,KellyFile,kellyfile,NNP,kellyfile_NNP
14,2015-05-21,Trump,trump,NNP,trump_NNP
14,2015-05-21,is,is,VBZ,is_VBZ
14,2015-05-21,so,so,RB,so_RB
14,2015-05-21,right,right,JJ,right_JJ
14,2015-05-21,about,about,IN,about_IN
14,2015-05-21,Geller,geller,NNP,geller_NNP
14,2015-05-21,.,.,.,._.
14,2015-05-21,Megyn,megyn,NNP,megyn_NNP
14,2015-05-21,",",",",",",",_,"
14,2015-05-21,stop,stop,VB,stop_VB
14,2015-05-21,advocating,advocating,VBG,advocating_VBG
14,2015-05-21,for,for,IN,for_IN
14,2015-05-21,her,her,PRP,her_PRP
14,2015-05-21,",",",",",",",_,"
14,2015-05-21,its,its,PRP$,its_PRP$
14,2015-05-21,a,a,DT,a_DT
14,2015-05-21,loser,loser,NN,loser_NN
14,2015-05-21,.,.,.,._.
14,2015-05-21,"""""","""""",'',"""""_''"
15,2025-06-17,We,we,PRP,we_PRP
15,2025-06-17,now,now,RB,now_RB
15,2025-06-17,have,have,VBP,have_VBP
15,2025-06-17,complete,complete,JJ,complete_JJ
15,2025-06-17,and,and,CC,and_CC
15,2025-06-17,total,total,JJ,total_JJ
15,2025-06-17,control,control,NN,control_NN
15,2025-06-17,of,of,IN,of_IN
15,2025-06-17,the,the,DT,the_DT
15,2025-06-17,skies,sky,NNS,sky_NNS
15,2025-06-17,over,over,IN,over_IN
15,2025-06-17,Iran,Iran,NNP,Iran_NNP
15,2025-06-17,.,.,",","._,"
15,2025-06-17,Iran,Iran,NNP,Iran_NNP
15,2025-06-17,had,have,VBD,have_VBD
15,2025-06-17,good,good,JJ,good_JJ
15,2025-06-17,sky,sky,NN,sky_NN
15,2025-06-17,trackers,tracker,NNS,tracker_NNS
15,2025-06-17,and,and,CC,and_CC
15,2025-06-17,other,other,JJ,other_JJ
15,2025-06-17,defensive,defensive,JJ,defensive_JJ
15,2025-06-17,equipment,equipment,NN,equipment_NN
15,2025-06-17,",",",",",",",_,"
15,2025-06-17,and,and,CC,and_CC
15,2025-06-17,plenty,plenty,NN,plenty_NN
15,2025-06-17,of,of,IN,of_IN
15,2025-06-17,it,it,PRP,it_PRP
15,2025-06-17,",",",",",",",_,"
15,2025-06-17,but,but,CC,but_CC
15,2025-06-17,it,it,PRP,it_PRP
15,2025-06-17,does,do,VBZ,do_VBZ
15,2025-06-17,n’t,not,RB,not_RB
15,2025-06-17,compare,compare,VB,compare_VB
15,2025-06-17,to,to,IN,to_IN
15,2025-06-17,American,American,NNP,American_NNP
15,2025-06-17,made,make,VBN,make_VBN
15,2025-06-17,",",",",",",",_,"
15,2025-06-17,conceived,conceive,VBN,conceive_VBN
15,2025-06-17,",",",",",",",_,"
15,2025-06-17,and,and,CC,and_CC
15,2025-06-17,manufactured,manufacture,VBN,manufacture_VBN
15,2025-06-17,“,"""",``,"""_``"
15,2025-06-17,stuff,stuff,NN,stuff_NN
15,2025-06-17,.,.,.,._.
15,2025-06-17,”,"""",NFP,"""_NFP"
15,2025-06-17,Nobody,nobody,NN,nobody_NN
15,2025-06-17,does,do,VBZ,do_VBZ
15,2025-06-17,it,it,PRP,it_PRP
15,2025-06-17,better,well,RBR,well_RBR
15,2025-06-17,than,than,IN,than_IN
15,2025-06-17,the,the,DT,the_DT
15,2025-06-17,good,good,JJ,good_JJ
15,2025-06-17,ol’,ol’,JJ,ol’_JJ
15,2025-06-17,USA,USA,NNP,USA_NNP
15,2025-06-17,.,.,.,._.
16,2025-07-27,https,https,NNS,https_NNS
16,2025-07-27,://,://,:,://_:
16,2025-07-27,www.thegatewaypundit.com,www.thegatewaypundit.com,ADD,www.thegatewaypundit.com_ADD
16,2025-07-27,/,/,SYM,/_SYM
16,2025-07-27,2025,2025,CD,2025_CD
16,2025-07-27,/,/,SYM,/_SYM
16,2025-07-27,07,07,CD,07_CD
16,2025-07-27,/,/,SYM,/_SYM
16,2025-07-27,her-biggest-scandal-yet-iran-china-are-circumventing,her-biggest-scandal-yet-iran-china-are-circumventing,NN,her-biggest-scandal-yet-iran-china-are-circumventing_NN
16,2025-07-27,/,/,",","/_,"
17,2011-09-07,https,https,NNS,https_NNS
17,2011-09-07,://,://,:,://_:
17,2011-09-07,www.foxnews.com,www.foxnews.com,ADD,www.foxnews.com_ADD
17,2011-09-07,/,/,SYM,/_SYM
17,2011-09-07,politics,politics,NNS,politics_NNS
17,2011-09-07,/,/,SYM,/_SYM
17,2011-09-07,hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home,hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home,NN,hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home_NN
18,2014-05-23,Via,via,IN,via_IN
18,2014-05-23,@,@,CC,@_CC
18,2014-05-23,BreitbartNews,breitbartnews,NNP,breitbartnews_NNP
18,2014-05-23,by,by,IN,by_IN
18,2014-05-23,@,@,CC,@_CC
18,2014-05-23,TheTonyLee,thetonylee,NNP,thetonylee_NNP
18,2014-05-23,:,:,:,:_:
18,2014-05-23,"""""@","""""@",NFP,"""""@_NFP"
18,2014-05-23,Citizens,citizens,NNS,citizens_NNS
18,2014-05-23,_,_,:,__:
18,2014-05-23,United,united,NNP,united_NNP
18,2014-05-23,sues,sues,VBZ,sues_VBZ
18,2014-05-23,@,@,CC,@_CC
18,2014-05-23,AGSchneiderman,agschneiderman,NNP,agschneiderman_NNP
18,2014-05-23,for,for,IN,for_IN
18,2014-05-23,violating,violating,VBG,violating_VBG
18,2014-05-23,1st,1st,NN,1st_NN
18,2014-05-23,Amendment,amendment,NN,amendment_NN
18,2014-05-23,"""""","""""",'',"""""_''"
18,2014-05-23,http,http,NN,http_NN
18,2014-05-23,://,://,NFP,://_NFP
18,2014-05-23,t.co,t.co,ADD,t.co_ADD
18,2014-05-23,/,/,SYM,/_SYM
18,2014-05-23,1YMvzIOnfI,1ymvzionfi,NNP,1ymvzionfi_NNP
19,2015-09-02,"""""@","""""@",NFP,"""""@_NFP"
19,2015-09-02,LBabcock2,lbabcock2,NNP,lbabcock2_NNP
19,2015-09-02,:,:,:,:_:
19,2015-09-02,@,@,CC,@_CC
19,2015-09-02,oreillyfactor,oreillyfactor,NN,oreillyfactor_NN
19,2015-09-02,@,@,CC,@_CC
19,2015-09-02,FoxNews,foxnews,NNP,foxnews_NNP
19,2015-09-02,I,i,PRP,i_PRP
19,2015-09-02,have,have,VBP,have_VBP
19,2015-09-02,always,always,RB,always_RB
19,2015-09-02,wondered,wondered,VBN,wondered_VBN
19,2015-09-02,why,why,WRB,why_WRB
19,2015-09-02,Fox,fox,NNP,fox_NNP
19,2015-09-02,kept,kept,VBD,kept_VBD
19,2015-09-02,Rove,rove,NNP,rove_NNP
19,2015-09-02,on,on,RB,on_RB
19,2015-09-02,after,after,IN,after_IN
19,2015-09-02,his,his,PRP$,his_PRP$
19,2015-09-02,disastrous,disastrous,JJ,disastrous_JJ
19,2015-09-02,election,election,NN,election_NN
19,2015-09-02,predictions.,predictions.,NN,predictions._NN
19,2015-09-02,"""""","""""",``,"""""_``"
19,2015-09-02,He,he,PRP,he_PRP
19,2015-09-02,is,is,VBZ,is_VBZ
19,2015-09-02,a,a,DT,a_DT
19,2015-09-02,joke,joke,NN,joke_NN
19,2015-09-02,!,!,.,!_.
20,2020-04-06,Congratulations,congratulations,NNS,congratulations_NNS
20,2020-04-06,to,to,IN,to_IN
20,2020-04-06,State,state,NNP,state_NNP
20,2020-04-06,Representative,representative,NNP,representative_NNP
20,2020-04-06,Karen,karen,NNP,karen_NNP
20,2020-04-06,Whitsett,whitsett,NNP,whitsett_NNP
20,2020-04-06,of,of,IN,of_IN
20,2020-04-06,Michigan,michigan,NNP,michigan_NNP
20,2020-04-06,.,.,.,._.
20,2020-04-06,So,so,RB,so_RB
20,2020-04-06,glad,glad,JJ,glad_JJ
20,2020-04-06,you,you,PRP,you_PRP
20,2020-04-06,are,are,VBP,are_VBP
20,2020-04-06,getting,getting,VBG,getting_VBG
20,2020-04-06,better,better,JJR,better_JJR
20,2020-04-06,!,!,.,!_.
20,2020-04-06,https,https,NNS,https_NNS
20,2020-04-06,://,://,NFP,://_NFP
20,2020-04-06,t.co,t.co,ADD,t.co_ADD
20,2020-04-06,/,/,SYM,/_SYM
20,2020-04-06,v6z46rUDtg,v6z46rudtg,ADD,v6z46rudtg_ADD
21,2020-03-24,Congress,Congress,NNP,Congress_NNP
21,2020-03-24,must,must,MD,must_MD
21,2020-03-24,approve,approve,VB,approve_VB
21,2020-03-24,the,the,DT,the_DT
21,2020-03-24,deal,deal,NN,deal_NN
21,2020-03-24,",",",",",",",_,"
21,2020-03-24,without,without,IN,without_IN
21,2020-03-24,all,all,DT,all_DT
21,2020-03-24,of,of,IN,of_IN
21,2020-03-24,the,the,DT,the_DT
21,2020-03-24,nonsense,nonsense,NN,nonsense_NN
21,2020-03-24,",",",",",",",_,"
21,2020-03-24,today,today,NN,today_NN
21,2020-03-24,.,.,",","._,"
21,2020-03-24,The,the,DT,the_DT
21,2020-03-24,longer,long,JJR,long_JJR
21,2020-03-24,it,it,PRP,it_PRP
21,2020-03-24,takes,take,VBZ,take_VBZ
21,2020-03-24,",",",",",",",_,"
21,2020-03-24,the,the,DT,the_DT
21,2020-03-24,harder,hard,JJR,hard_JJR
21,2020-03-24,it,it,PRP,it_PRP
21,2020-03-24,will,will,MD,will_MD
21,2020-03-24,be,be,VB,be_VB
21,2020-03-24,to,to,TO,to_TO
21,2020-03-24,start,start,VB,start_VB
21,2020-03-24,up,up,RP,up_RP
21,2020-03-24,our,our,PRP$,our_PRP$
21,2020-03-24,economy,economy,NN,economy_NN
21,2020-03-24,.,.,",","._,"
21,2020-03-24,Our,our,PRP$,our_PRP$
21,2020-03-24,workers,worker,NNS,worker_NNS
21,2020-03-24,will,will,MD,will_MD
21,2020-03-24,be,be,VB,be_VB
21,2020-03-24,hurt,hurt,VBN,hurt_VBN
21,2020-03-24,!,!,.,!_.
22,2011-09-07,https,https,NNS,https_NNS
22,2011-09-07,://,://,NFP,://_NFP
22,2011-09-07,justthenews.com,justthenews.com,ADD,justthenews.com_ADD
22,2011-09-07,/,/,SYM,/_SYM
22,2011-09-07,politics-policy,politics-policy,NN,politics-policy_NN
22,2011-09-07,/,/,SYM,/_SYM
22,2011-09-07,all-things-trump,all-things-trump,NN,all-things-trump_NN
22,2011-09-07,/,/,SYM,/_SYM
22,2011-09-07,trump-serves-meals-border-troops-picks-texas-governors-endorsement,trump-serves-meals-border-troops-picks-texas-governors-endorsement,NN,trump-serves-meals-border-troops-picks-texas-governors-endorsement_NN
23,2019-12-25,RT,rt,NNP,rt_NNP
23,2019-12-25,@,@,CC,@_CC
23,2019-12-25,FLOTUS,flotus,NNP,flotus_NNP
23,2019-12-25,:,:,:,:_:
23,2019-12-25,Wishing,wishing,VBG,wishing_VBG
23,2019-12-25,you,you,PRP,you_PRP
23,2019-12-25,all,all,PDT,all_PDT
23,2019-12-25,a,a,DT,a_DT
23,2019-12-25,very,very,RB,very_RB
23,2019-12-25,#,#,SYM,#_SYM
23,2019-12-25,MerryChristmas,merrychristmas,NNP,merrychristmas_NNP
23,2019-12-25,!,!,",","!_,"
23,2019-12-25,May,may,MD,may_MD
23,2019-12-25,your,your,PRP$,your_PRP$
23,2019-12-25,day,day,NN,day_NN
23,2019-12-25,be,be,VB,be_VB
23,2019-12-25,filled,filled,VBN,filled_VBN
23,2019-12-25,with,with,IN,with_IN
23,2019-12-25,peace,peace,NN,peace_NN
23,2019-12-25,",",",",",",",_,"
23,2019-12-25,love,love,NN,love_NN
23,2019-12-25,and,and,CC,and_CC
23,2019-12-25,happiness,happiness,NN,happiness_NN
23,2019-12-25,!,!,.,!_.
23,2019-12-25,https,https,NNS,https_NNS
23,2019-12-25,://,://,NFP,://_NFP
23,2019-12-25,t.co,t.co,ADD,t.co_ADD
23,2019-12-25,/,/,NFP,/_NFP
23,2019-12-25,yE6Vejihfo,ye6vejihfo,ADD,ye6vejihfo_ADD
24,2025-03-12,The,the,DT,the_DT
24,2025-03-12,United,United,NNP,United_NNP
24,2025-03-12,States,States,NNP,States_NNP
24,2025-03-12,of,of,IN,of_IN
24,2025-03-12,America,America,NNP,America_NNP
24,2025-03-12,is,be,VBZ,be_VBZ
24,2025-03-12,going,go,VBG,go_VBG
24,2025-03-12,to,to,TO,to_TO
24,2025-03-12,take,take,VB,take_VB
24,2025-03-12,back,back,RB,back_RB
